Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HoursWorkedPerDay,IncomePerJobLevel,TotalIncomeOverYears,PromotionToYearsRatio,AvgTenurePerJobRole,AvgSatisfaction,WorkLifeSatisfaction,StartedAtCompany,ProportionCareerAtCompany
31.0,Yes,Travel_Rarely,249.0,Sales,6.0,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,1,12,3,2,7,7,7,7,3.276315789473684,3086.0,518448,0.875,7.493554327808471,2.333333333333333,2.333333333333333,0,0.5384615384615384
39.0,Yes,Travel_Rarely,1162.0,Sales,7.0,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,1,12,3,2,1,0,0,0,24.0,2619.0,62856,0.0,7.493554327808471,2.6666666666666665,3.0,0,0.0769230769230769
39.0,Yes,Travel_Rarely,1122.0,Research & Development,6.0,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Yes,21,4,4,1,8,2,1,2,2,2,2,16.02857142857143,2404.0,57696,0.6666666666666666,4.938356164383562,3.0,2.0,0,0.2222222222222222
31.0,Yes,Travel_Frequently,561.0,Research & Development,7.0,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,No,12,3,1,1,7,2,1,7,2,7,7,17.0,4084.0,343056,0.875,5.142292490118577,2.6666666666666665,2.6666666666666665,1,0.875
19.0,Yes,Travel_Frequently,602.0,Sales,1.0,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,1,No,21,4,1,1,1,5,4,0,0,0,0,6.02,2325.0,0,0.0,2.8456375838926173,1.6666666666666667,2.6666666666666665,0,0.0
29.0,Yes,Travel_Rarely,805.0,Research & Development,1.0,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,2,1,1,3,1,0,0,0,22.36111111111111,2319.0,27828,0.0,4.938356164383562,2.333333333333333,2.0,1,0.5
22.0,Yes,Travel_Rarely,1294.0,Research & Development,8.0,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Yes,17,3,3,1,1,6,3,1,0,0,0,16.379746835443036,2398.0,28776,0.0,4.938356164383562,2.333333333333333,2.333333333333333,1,0.5
30.0,Yes,Travel_Rarely,138.0,Research & Development,22.0,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,1,7,2,3,5,2,0,1,2.875,2132.0,127920,0.0,5.142292490118577,2.0,2.333333333333333,0,0.625
51.0,Yes,Travel_Frequently,1150.0,Research & Development,8.0,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,1,18,2,3,4,2,0,3,21.69811320754717,3550.0,511200,0.0,7.720833333333333,3.0,2.6666666666666665,0,0.2105263157894736
30.0,Yes,Travel_Rarely,945.0,Sales,9.0,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,No,13,3,3,1,1,3,2,1,0,0,0,10.617977528089888,1081.0,12972,0.0,2.8456375838926173,3.0,2.6666666666666665,1,0.5
23.0,Yes,Travel_Frequently,638.0,Sales,9.0,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,No,19,3,1,2,1,3,2,1,0,1,0,19.33333333333333,1790.0,21480,0.5,2.8456375838926173,2.0,2.333333333333333,1,0.5
32.0,Yes,Travel_Rarely,1089.0,Research & Development,7.0,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,2,10,3,3,10,4,1,1,13.78481012658228,2441.5,585960,0.0909090909090909,4.938356164383562,2.6666666666666665,3.333333333333333,1,0.9090909090909092
49.0,Yes,Travel_Frequently,1475.0,Research & Development,28.0,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,4,1,1,20,2,3,4,3,1,3,15.206185567010309,2142.0,205632,0.2,4.938356164383562,1.0,1.6666666666666667,0,0.1904761904761904
50.0,Yes,Travel_Frequently,878.0,Sales,1.0,4,Life Sciences,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,No,12,3,4,3,12,3,3,6,3,0,1,9.340425531914894,3364.0,484416,0.0,7.493554327808471,3.0,2.6666666666666665,0,0.4615384615384615
53.0,Yes,Travel_Rarely,607.0,Research & Development,2.0,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,1,No,16,3,2,2,34,4,3,33,7,1,9,7.782051282051282,3389.6666666666665,4026924,0.0294117647058823,7.720833333333333,3.0,3.333333333333333,0,0.9428571428571428
37.0,Yes,Travel_Rarely,1373.0,Research & Development,2.0,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Yes,15,3,2,1,7,3,3,0,0,0,0,14.923913043478262,2090.0,0,0.0,4.938356164383562,3.0,3.333333333333333,0,0.0
36.0,Yes,Travel_Frequently,130.0,Research & Development,25.0,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,2,10,3,2,10,2,7,8,1.3541666666666667,2022.0,242640,0.6363636363636364,5.142292490118577,2.333333333333333,2.6666666666666665,1,0.9090909090909092
33.0,Yes,Travel_Rarely,603.0,Sales,9.0,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,1,Yes,17,3,1,1,6,3,3,5,2,0,3,7.831168831168831,4112.0,493440,0.0,7.493554327808471,1.0,1.6666666666666667,0,0.7142857142857143
29.0,Yes,Travel_Rarely,318.0,Research & Development,8.0,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,1,7,4,2,7,7,0,7,4.12987012987013,2119.0,177996,0.0,4.938356164383562,2.333333333333333,1.6666666666666667,1,0.875
41.0,Yes,Travel_Rarely,1360.0,Research & Development,12.0,3,Technical Degree,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,No,12,3,4,1,23,0,3,22,15,15,8,24.0,3909.0,5159880,0.6521739130434783,11.330985915492958,3.0,2.6666666666666665,0,0.9166666666666666
36.0,Yes,Travel_Frequently,342.0,Research & Development,2.0,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,2,6,2,3,3,2,1,2,6.0,2042.0,73512,0.25,5.142292490118577,1.3333333333333333,1.6666666666666667,0,0.4285714285714285
36.0,Yes,Non-Travel,1366.0,Research & Development,24.0,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,1,10,2,2,10,7,1,9,18.97222222222222,2907.333333333333,1046640,0.0909090909090909,8.186363636363636,1.3333333333333333,1.6666666666666667,1,0.9090909090909092
22.0,Yes,Travel_Rarely,617.0,Research & Development,7.0,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,1,Yes,19,3,1,2,4,3,4,3,2,0,2,18.147058823529413,2085.5,150156,0.0,7.720833333333333,2.0,3.0,0,0.6
41.0,Yes,Travel_Rarely,1356.0,Sales,20.0,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,1,4,5,2,4,3,0,2,19.37142857142857,3140.0,150720,0.0,2.8456375838926173,2.6666666666666665,2.0,1,0.8
36.0,Yes,Travel_Rarely,1357.0,Research & Development,25.0,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,No,12,3,3,1,1,2,2,1,0,0,1,24.0,2293.0,27516,0.0,4.938356164383562,2.333333333333333,2.0,1,0.5
38.0,Yes,Travel_Rarely,1180.0,Research & Development,29.0,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Yes,19,3,2,1,17,2,3,1,0,0,0,16.857142857142858,3336.5,80076,0.0,8.186363636363636,1.6666666666666667,2.0,0,0.0555555555555555
31.0,Yes,Travel_Frequently,1060.0,Sales,1.0,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,1,3,2,4,3,2,2,2,19.62962962962963,2302.0,82872,0.5,2.8456375838926173,2.333333333333333,3.333333333333333,1,0.75
27.0,Yes,Travel_Rarely,135.0,Research & Development,17.0,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,1,8,2,3,8,2,7,7,2.647058823529412,2394.0,229824,0.7777777777777778,5.142292490118577,3.6666666666666665,3.333333333333333,1,0.8888888888888888
29.0,Yes,Travel_Rarely,802.0,Research & Development,10.0,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,1,3,5,3,0,0,0,0,8.717391304347826,2404.0,0,0.0,5.142292490118577,2.6666666666666665,2.6666666666666665,0,0.0
30.0,Yes,Travel_Frequently,448.0,Sales,12.0,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,2,1,2,4,1,0,0,0,6.054054054054054,2033.0,24396,0.0,2.8456375838926173,2.0,2.333333333333333,1,0.5
20.0,Yes,Travel_Frequently,871.0,Research & Development,6.0,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,1,1,5,3,1,0,1,0,13.196969696969695,2926.0,35112,0.5,4.938356164383562,3.333333333333333,3.6666666666666665,1,0.5
29.0,Yes,Travel_Rarely,350.0,Human Resources,13.0,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Yes,15,3,4,4,4,3,3,2,2,2,0,6.25,2335.0,56040,0.6666666666666666,5.3023255813953485,2.0,1.6666666666666667,0,0.4
32.0,Yes,Travel_Rarely,964.0,Sales,1.0,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,1,10,2,3,0,0,0,0,24.0,3367.5,0,0.0,7.493554327808471,1.6666666666666667,2.0,0,0.0
34.0,Yes,Travel_Rarely,790.0,Sales,24.0,4,Medical,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,1,Yes,23,4,3,1,16,2,4,15,9,10,10,19.75,2299.5,827820,0.625,7.493554327808471,2.0,2.333333333333333,0,0.8823529411764706
39.0,Yes,Travel_Rarely,895.0,Sales,7.0,3,Technical Degree,4,Male,56,3,2,Sales Representative,4,Married,2086,3335,3,No,14,3,3,2,19,6,4,1,0,0,0,15.982142857142858,1043.0,25032,0.0,2.8456375838926173,3.6666666666666665,4.0,0,0.05
43.0,Yes,Travel_Rarely,802.0,Sales,9.0,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,1,7,2,2,4,3,1,3,9.43529411764706,2673.0,256608,0.2,7.493554327808471,2.0,2.0,0,0.5
29.0,Yes,Travel_Rarely,428.0,Sales,9.0,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,1,2,3,3,2,2,2,2,8.23076923076923,2760.0,66240,0.6666666666666666,2.8456375838926173,2.333333333333333,2.333333333333333,1,0.6666666666666666
18.0,Yes,Travel_Frequently,1306.0,Sales,7.0,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,1,0,3,3,0,0,0,0,18.92753623188406,1878.0,0,0.0,2.8456375838926173,2.6666666666666665,2.333333333333333,1,0.0
33.0,Yes,Travel_Rarely,587.0,Research & Development,10.0,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,4,8,2,3,4,3,1,3,15.447368421052632,3408.0,163584,0.2,4.938356164383562,2.0,2.6666666666666665,0,0.4444444444444444
37.0,Yes,Travel_Frequently,504.0,Research & Development,10.0,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,11,3,2,3,17,5,3,1,0,0,0,8.262295081967213,3349.333333333333,120576,0.0,7.720833333333333,2.0,2.333333333333333,0,0.0555555555555555
43.0,Yes,Travel_Frequently,807.0,Research & Development,17.0,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Yes,16,3,4,2,6,4,3,1,0,0,0,21.23684210526316,2437.0,29244,0.0,5.142292490118577,3.333333333333333,3.0,0,0.1428571428571428
56.0,Yes,Travel_Rarely,1162.0,Research & Development,24.0,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,No,16,3,4,1,5,3,3,4,2,1,0,11.97938144329897,2587.0,124176,0.2,4.938356164383562,3.0,2.6666666666666665,0,0.6666666666666666
30.0,Yes,Travel_Rarely,740.0,Sales,1.0,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,2,10,4,3,10,8,6,7,11.5625,4857.0,1165680,0.5454545454545454,7.493554327808471,2.333333333333333,2.0,1,0.9090909090909092
20.0,Yes,Travel_Rarely,1097.0,Research & Development,11.0,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,1,1,2,3,1,0,0,0,11.193877551020408,2600.0,31200,0.0,5.142292490118577,2.0,2.6666666666666665,1,0.5
19.0,Yes,Travel_Rarely,303.0,Research & Development,2.0,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,1,1,3,2,1,0,1,0,6.446808510638298,1102.0,13224,0.5,4.938356164383562,3.0,2.6666666666666665,1,0.5
42.0,Yes,Travel_Frequently,481.0,Sales,12.0,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,1,Yes,12,3,2,1,22,2,2,21,9,13,14,10.931818181818182,3439.5,3467016,0.5909090909090909,7.493554327808471,2.0,2.0,0,0.9130434782608696
41.0,Yes,Travel_Rarely,1085.0,Research & Development,2.0,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,3,2,10,1,2,7,7,1,0,19.035087719298247,2778.0,233352,0.125,4.938356164383562,3.0,2.6666666666666665,0,0.6363636363636364
21.0,Yes,Travel_Frequently,756.0,Sales,1.0,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,1,3,3,3,3,2,1,2,7.636363636363637,2174.0,78264,0.25,2.8456375838926173,2.0,2.0,1,0.75
40.0,Yes,Travel_Rarely,676.0,Research & Development,9.0,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,1,15,3,1,5,4,1,0,7.860465116279069,2018.0,121080,0.1666666666666666,4.938356164383562,2.333333333333333,2.0,0,0.3125
24.0,Yes,Travel_Rarely,693.0,Sales,7.0,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,No,14,3,1,1,4,3,3,2,2,2,0,10.66153846153846,2288.5,109848,0.6666666666666666,7.493554327808471,1.6666666666666667,2.333333333333333,0,0.4
34.0,Yes,Travel_Frequently,988.0,Human Resources,23.0,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,4,11,2,3,3,2,0,2,22.976744186046517,3316.6666666666665,358200,0.0,5.3023255813953485,2.0,2.0,0,0.25
29.0,Yes,Travel_Frequently,337.0,Research & Development,14.0,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,1,Yes,12,3,1,1,9,1,3,8,7,7,7,4.011904761904762,2517.6666666666665,725088,0.7777777777777778,8.186363636363636,2.6666666666666665,3.333333333333333,0,0.8
45.0,Yes,Travel_Frequently,306.0,Sales,26.0,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,3,5,4,3,1,1,0,0,3.06,2143.0,51432,0.0,7.493554327808471,2.0,1.6666666666666667,0,0.1666666666666666
41.0,Yes,Travel_Rarely,1102.0,Sales,1.0,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,Yes,11,3,1,1,8,0,1,6,4,0,5,11.72340425531915,2996.5,431496,0.0,7.493554327808471,2.333333333333333,2.333333333333333,0,0.6666666666666666
18.0,Yes,Non-Travel,247.0,Research & Development,8.0,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,1,0,0,3,0,0,0,0,3.0875,1904.0,0,0.0,4.938356164383562,3.333333333333333,3.0,1,0.0
33.0,Yes,Travel_Rarely,211.0,Sales,16.0,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,1,11,2,2,0,0,0,0,2.8513513513513518,2854.6666666666665,0,0.0,7.493554327808471,1.6666666666666667,1.3333333333333333,0,0.0
36.0,Yes,Travel_Rarely,303.0,Sales,27.0,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Yes,18,3,4,1,10,2,3,10,7,7,7,3.607142857142857,2906.5,697560,0.6363636363636364,7.493554327808471,3.6666666666666665,3.333333333333333,1,0.9090909090909092
39.0,Yes,Non-Travel,592.0,Research & Development,2.0,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,1,11,2,4,1,0,0,0,10.962962962962964,3646.0,43752,0.0,4.938356164383562,1.3333333333333333,2.0,0,0.0833333333333333
58.0,Yes,Travel_Rarely,601.0,Research & Development,7.0,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,1,31,0,2,10,9,5,9,11.339622641509434,3336.0,1200960,0.4545454545454545,7.720833333333333,2.6666666666666665,2.0,0,0.3125
39.0,Yes,Travel_Rarely,360.0,Research & Development,23.0,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,1,No,13,3,1,1,6,2,3,5,2,0,3,3.870967741935484,3904.0,234240,0.0,5.142292490118577,1.6666666666666667,2.333333333333333,0,0.7142857142857143
44.0,Yes,Travel_Rarely,1097.0,Research & Development,10.0,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,1,6,4,3,6,4,0,2,11.427083333333334,2936.0,211392,0.0,5.142292490118577,3.0,3.0,1,0.8571428571428571
24.0,Yes,Travel_Rarely,1448.0,Sales,1.0,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,1,6,4,3,5,3,1,4,23.35483870967742,3202.0,192120,0.1666666666666666,2.8456375838926173,1.6666666666666667,2.0,0,0.7142857142857143
36.0,Yes,Travel_Rarely,318.0,Research & Development,9.0,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,1,Yes,17,3,1,2,2,0,2,1,0,0,0,4.025316455696203,3388.0,40656,0.0,5.142292490118577,2.6666666666666665,3.0,0,0.3333333333333333
31.0,Yes,Travel_Rarely,330.0,Research & Development,22.0,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,3,10,3,2,10,2,6,7,3.36734693877551,3089.5,741480,0.5454545454545454,7.720833333333333,3.6666666666666665,3.0,1,0.9090909090909092
27.0,Yes,Travel_Rarely,1420.0,Sales,2.0,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,1,No,11,3,2,2,5,3,3,4,3,0,2,16.705882352941178,3041.0,145968,0.0,2.8456375838926173,2.0,2.333333333333333,0,0.6666666666666666
29.0,Yes,Travel_Rarely,408.0,Research & Development,25.0,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,1,6,2,4,2,2,1,1,5.746478873239437,2546.0,61104,0.3333333333333333,5.142292490118577,2.333333333333333,3.0,0,0.2857142857142857
29.0,Yes,Travel_Rarely,806.0,Research & Development,7.0,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,3,1,3,10,2,3,7,7,7,7,20.666666666666668,3339.0,280476,0.875,4.938356164383562,2.0,2.6666666666666665,0,0.6363636363636364
46.0,Yes,Travel_Rarely,1254.0,Sales,10.0,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,No,21,4,3,4,14,2,3,8,7,0,7,19.59375,2438.0,702144,0.0,7.493554327808471,2.6666666666666665,2.6666666666666665,0,0.5333333333333333
36.0,Yes,Travel_Rarely,1485.0,Research & Development,12.0,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,1,1,4,2,1,1,0,0,18.79746835443038,2515.0,30180,0.0,4.938356164383562,3.6666666666666665,3.0,1,0.5
33.0,Yes,Travel_Rarely,813.0,Research & Development,14.0,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,2,8,2,1,5,4,0,4,14.017241379310343,2436.0,146160,0.0,4.938356164383562,3.333333333333333,2.6666666666666665,0,0.5555555555555556
30.0,Yes,Travel_Frequently,109.0,Research & Development,7.0,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,1,No,17,3,1,1,4,3,3,3,2,1,2,1.8166666666666669,2422.0,87192,0.25,4.938356164383562,1.6666666666666667,2.333333333333333,0,0.6
30.0,Yes,Travel_Rarely,1005.0,Research & Development,7.0,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Yes,11,3,3,1,8,5,3,5,2,0,4,11.420454545454543,2657.0,159420,0.0,5.142292490118577,2.6666666666666665,2.6666666666666665,0,0.5555555555555556
31.0,Yes,Travel_Rarely,542.0,Sales,20.0,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,2,4,2,3,2,2,2,2,7.633802816901408,2279.5,109416,0.6666666666666666,7.493554327808471,2.6666666666666665,2.6666666666666665,0,0.4
55.0,Yes,Travel_Rarely,725.0,Research & Development,2.0,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,2,24,2,3,5,2,1,4,9.294871794871796,3971.8,1191540,0.1666666666666666,14.108571428571429,3.0,2.6666666666666665,0,0.2
22.0,Yes,Travel_Rarely,391.0,Research & Development,7.0,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,Yes,23,4,1,1,1,2,3,1,0,0,0,5.213333333333333,2472.0,29664,0.0,5.142292490118577,2.333333333333333,3.0,1,0.5
52.0,Yes,Travel_Rarely,1030.0,Sales,7.0,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,1,10,2,2,8,7,7,7,16.09375,2815.333333333333,810816,0.7777777777777778,7.493554327808471,2.333333333333333,2.0,0,0.7272727272727273
34.0,Yes,Travel_Rarely,699.0,Research & Development,6.0,1,Medical,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,No,11,3,3,1,8,2,3,4,2,1,3,8.421686746987952,2960.0,142080,0.2,5.142292490118577,2.0,2.0,0,0.4444444444444444
41.0,Yes,Travel_Frequently,143.0,Sales,4.0,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,1,8,5,3,8,7,7,7,2.5535714285714284,4677.5,898080,0.7777777777777778,7.493554327808471,2.0,2.0,1,0.8888888888888888
36.0,Yes,Travel_Rarely,529.0,Research & Development,2.0,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,1,5,5,1,0,0,0,0,6.69620253164557,3485.0,0,0.0,4.938356164383562,2.333333333333333,1.6666666666666667,0,0.0
58.0,Yes,Travel_Rarely,286.0,Research & Development,2.0,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,1,40,2,3,31,15,13,8,9.225806451612904,3849.2,7159512,0.40625,11.330985915492958,3.333333333333333,3.0,0,0.7560975609756098
