Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HoursWorkedPerDay,IncomePerJobLevel,TotalIncomeOverYears,PromotionToYearsRatio,AvgTenurePerJobRole,AvgSatisfaction,WorkLifeSatisfaction,StartedAtCompany,ProportionCareerAtCompany
55.0,No,Travel_Frequently,1091.0,Research & Development,2.0,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,2,23,4,3,3,2,1,2,16.784615384615385,3658.6666666666665,395136,0.25,7.720833333333333,2.6666666666666665,3.0,0,0.125
34.0,No,Travel_Rarely,511.0,Sales,7.0,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,No,12,3,1,1,6,3,3,2,2,2,2,15.96875,3014.5,144696,0.6666666666666666,7.493554327808471,3.0,3.6666666666666665,0,0.2857142857142857
46.0,No,Travel_Rarely,168.0,Sales,4.0,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,2,26,2,3,11,4,0,8,5.090909090909091,3757.8,2480148,0.0,14.108571428571429,3.0,3.0,0,0.4074074074074074
38.0,No,Travel_Rarely,1245.0,Sales,14.0,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,1,No,11,3,4,2,10,3,3,9,8,7,7,15.5625,4962.0,1071792,0.7,7.493554327808471,3.0,2.6666666666666665,0,0.8181818181818182
30.0,No,Travel_Rarely,1138.0,Research & Development,6.0,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,1,No,12,3,1,2,10,6,3,9,2,6,7,23.70833333333333,2313.5,499716,0.6,4.938356164383562,2.0,2.6666666666666665,0,0.8181818181818182
34.0,No,Travel_Rarely,829.0,Human Resources,7.0,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,3737,2243,1,No,19,3,3,2,4,1,1,3,2,0,2,9.420454545454543,3737.0,134532,0.0,5.3023255813953485,3.333333333333333,2.6666666666666665,0,0.6
34.0,No,Travel_Rarely,1130.0,Research & Development,7.0,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,2,11,2,3,11,8,7,9,17.12121212121212,2716.5,717156,0.5833333333333334,5.142292490118577,3.0,3.0,1,0.9166666666666666
36.0,No,Non-Travel,301.0,Sales,15.0,4,Marketing,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,No,24,4,1,2,15,4,2,15,12,11,11,3.4204545454545454,2703.0,973080,0.6875,7.493554327808471,3.0,3.333333333333333,1,0.9375
36.0,No,Travel_Rarely,1146.0,Human Resources,26.0,4,Life Sciences,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Yes,16,3,3,1,9,2,3,9,0,1,7,24.0,2945.6666666666665,954396,0.1,5.3023255813953485,3.333333333333333,3.333333333333333,1,0.9
36.0,No,Travel_Rarely,1276.0,Research & Development,16.0,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,1,10,2,3,8,7,0,0,17.72222222222222,2544.0,732672,0.0,8.186363636363636,3.333333333333333,3.333333333333333,0,0.7272727272727273
40.0,No,Travel_Rarely,611.0,Sales,7.0,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,1,21,3,2,21,8,12,8,6.943181818181818,3966.6,4997916,0.5454545454545454,14.108571428571429,2.0,2.0,1,0.9545454545454546
24.0,No,Travel_Rarely,1353.0,Sales,7.0,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,1,No,21,4,1,2,4,2,2,3,2,0,2,24.0,2499.5,179964,0.0,7.493554327808471,1.6666666666666667,2.0,0,0.6
53.0,No,Travel_Rarely,1376.0,Sales,2.0,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,2,22,3,4,17,13,15,2,24.0,3713.0,3029808,0.8333333333333334,14.108571428571429,3.0,3.333333333333333,0,0.7391304347826086
32.0,No,Travel_Rarely,977.0,Research & Development,2.0,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,1,No,13,3,3,3,10,4,2,9,5,1,6,21.711111111111112,2735.0,590760,0.1,5.142292490118577,3.0,2.6666666666666665,0,0.8181818181818182
55.0,No,Travel_Rarely,1229.0,Research & Development,4.0,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,1,Yes,16,3,2,1,4,2,3,3,2,1,2,24.0,2017.5,145260,0.25,8.186363636363636,3.0,3.333333333333333,0,0.6
30.0,No,Travel_Rarely,317.0,Research & Development,2.0,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,1,11,2,3,5,4,0,2,7.372093023255814,3045.5,365460,0.0,7.720833333333333,3.333333333333333,3.333333333333333,0,0.4166666666666667
51.0,No,Travel_Rarely,1169.0,Research & Development,7.0,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,1,10,2,3,1,0,0,0,24.0,3066.0,73584,0.0,7.720833333333333,2.6666666666666665,2.6666666666666665,0,0.0909090909090909
42.0,No,Travel_Rarely,932.0,Research & Development,1.0,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,2,8,4,3,4,3,0,2,21.67441860465116,3031.0,290976,0.0,7.720833333333333,4.0,3.6666666666666665,0,0.4444444444444444
36.0,No,Travel_Rarely,1343.0,Research & Development,27.0,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,No,11,3,4,1,6,3,2,6,5,1,1,24.0,2559.0,184248,0.1428571428571428,5.142292490118577,2.6666666666666665,2.0,1,0.8571428571428571
36.0,No,Travel_Rarely,802.0,Sales,1.0,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,1,15,2,3,11,9,6,9,9.43529411764706,2358.5,622644,0.5,7.493554327808471,2.6666666666666665,2.6666666666666665,0,0.6875
36.0,No,Travel_Rarely,736.0,Sales,26.0,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,No,11,3,3,2,5,0,3,5,3,0,4,15.333333333333334,2362.0,283440,0.0,7.493554327808471,2.333333333333333,2.333333333333333,1,0.8333333333333334
29.0,No,Travel_Rarely,942.0,Research & Development,15.0,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,1,Yes,18,3,1,2,6,2,2,5,4,1,3,13.652173913043478,2168.0,130080,0.1666666666666666,5.142292490118577,2.333333333333333,2.6666666666666665,0,0.7142857142857143
43.0,No,Travel_Rarely,982.0,Research & Development,12.0,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,2,25,3,3,25,10,3,9,16.64406779661017,3584.0,4300800,0.1153846153846153,11.330985915492958,2.0,2.0,1,0.9615384615384616
40.0,No,Travel_Frequently,902.0,Research & Development,26.0,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,2,16,3,1,1,1,0,0,9.804347826086955,2211.0,53064,0.0,5.142292490118577,3.6666666666666665,2.6666666666666665,0,0.0588235294117647
29.0,No,Travel_Rarely,1401.0,Research & Development,6.0,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,2,10,5,3,10,8,0,8,24.0,3131.0,375720,0.0,4.938356164383562,2.333333333333333,3.0,1,0.9090909090909092
46.0,No,Travel_Rarely,1319.0,Sales,7.0,3,Technical Degree,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,No,12,3,4,2,25,5,3,19,17,2,8,24.0,3306.25,3015300,0.1,7.493554327808471,2.0,1.6666666666666667,0,0.7307692307692307
47.0,No,Travel_Rarely,359.0,Research & Development,2.0,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,No,19,3,2,3,26,2,4,20,17,5,6,4.378048780487805,4292.25,4120560,0.238095238095238,11.330985915492958,2.0,2.6666666666666665,0,0.7407407407407407
32.0,No,Travel_Frequently,430.0,Research & Development,24.0,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,3,10,2,3,10,8,4,7,5.375,2654.5,637080,0.3636363636363636,4.938356164383562,3.0,2.6666666666666665,1,0.9090909090909092
38.0,No,Travel_Rarely,362.0,Research & Development,1.0,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,1,8,3,2,0,0,0,0,8.418604651162791,2619.0,0,0.0,5.142292490118577,2.6666666666666665,2.0,0,0.0
51.0,No,Travel_Rarely,770.0,Human Resources,7.0,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Yes,11,3,2,2,33,2,3,33,9,0,10,9.166666666666666,3506.5,5554296,0.0,14.108571428571429,2.333333333333333,2.6666666666666665,1,0.9705882352941176
58.0,No,Non-Travel,390.0,Research & Development,1.0,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Yes,13,3,4,2,12,2,3,5,3,1,2,12.1875,2830.0,339600,0.1666666666666666,8.186363636363636,3.6666666666666665,3.333333333333333,0,0.3846153846153846
36.0,No,Travel_Rarely,195.0,Sales,1.0,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,1,5,3,3,5,4,0,3,2.4375,2429.5,291540,0.0,7.493554327808471,2.6666666666666665,2.333333333333333,1,0.8333333333333334
45.0,No,Travel_Rarely,1448.0,Research & Development,29.0,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Yes,18,3,4,3,10,4,4,3,1,1,2,24.0,3126.6666666666665,337680,0.25,7.720833333333333,3.333333333333333,3.333333333333333,0,0.2727272727272727
56.0,No,Travel_Rarely,832.0,Research & Development,9.0,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,No,11,3,3,1,30,1,2,10,7,1,1,10.271604938271604,2775.75,1332360,0.0909090909090909,8.186363636363636,3.333333333333333,3.0,0,0.3225806451612903
37.0,No,Travel_Rarely,124.0,Research & Development,7.0,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,1,8,3,2,4,3,0,1,3.5428571428571427,2053.5,197136,0.0,8.186363636363636,2.333333333333333,2.6666666666666665,0,0.4444444444444444
37.0,No,Travel_Frequently,1278.0,Sales,1.0,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,3,6,2,2,6,3,1,3,24.0,4762.5,685800,0.1428571428571428,7.493554327808471,3.333333333333333,3.0,1,0.8571428571428571
39.0,No,Travel_Rarely,903.0,Sales,2.0,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,1,No,18,3,4,1,9,3,3,8,7,0,7,22.02439024390244,2626.6666666666665,756480,0.0,7.493554327808471,2.6666666666666665,2.333333333333333,0,0.8
36.0,No,Travel_Rarely,819.0,Research & Development,2.0,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,2,15,2,4,7,7,6,4,18.613636363636363,3424.6666666666665,863016,0.75,7.720833333333333,2.333333333333333,3.0,0,0.4375
54.0,No,Travel_Rarely,1082.0,Sales,2.0,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,2,13,4,3,9,4,7,0,24.0,3562.0,1154088,0.7,7.493554327808471,2.6666666666666665,3.0,0,0.6428571428571429
32.0,No,Non-Travel,1109.0,Research & Development,29.0,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,1,10,2,3,8,7,7,7,16.07246376811594,4025.0,386400,0.7777777777777778,4.938356164383562,3.0,3.333333333333333,0,0.7272727272727273
48.0,No,Travel_Rarely,530.0,Sales,29.0,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,2,15,3,1,0,0,0,0,5.824175824175824,4168.0,0,0.0,14.108571428571429,2.0,1.6666666666666667,0,0.0
33.0,No,Travel_Frequently,827.0,Research & Development,1.0,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,2,6,2,3,6,5,1,2,9.845238095238097,2744.0,395136,0.1428571428571428,8.186363636363636,2.0,2.6666666666666665,1,0.8571428571428571
46.0,No,Travel_Rarely,802.0,Sales,1.0,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,4,24,2,3,24,13,15,7,8.717391304347826,3484.333333333333,3010464,0.6,7.493554327808471,2.0,2.0,1,0.96
38.0,No,Travel_Rarely,688.0,Research & Development,23.0,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,2,10,2,3,2,2,1,2,8.390243902439025,2872.5,137880,0.3333333333333333,8.186363636363636,3.333333333333333,3.6666666666666665,0,0.1818181818181818
38.0,No,Travel_Rarely,1321.0,Sales,1.0,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,1,No,15,3,1,3,16,3,3,15,13,5,8,15.36046511627907,2220.0,799200,0.3125,7.493554327808471,2.333333333333333,3.0,0,0.8823529411764706
43.0,No,Travel_Rarely,1179.0,Sales,2.0,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,2,10,3,3,10,9,8,8,16.15068493150685,3923.5,941640,0.7272727272727273,7.493554327808471,3.0,3.6666666666666665,1,0.9090909090909092
37.0,No,Travel_Frequently,889.0,Research & Development,9.0,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,4,4,3,2,4,2,1,2,16.77358490566038,2326.0,111648,0.2,5.142292490118577,3.0,2.6666666666666665,1,0.8
36.0,No,Travel_Rarely,1169.0,Human Resources,8.0,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,No,13,3,4,2,6,6,3,5,1,0,4,18.55555555555556,4936.0,296160,0.0,5.3023255813953485,3.333333333333333,3.0,0,0.7142857142857143
36.0,No,Travel_Frequently,1199.0,Research & Development,18.0,4,Life Sciences,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Yes,14,3,4,3,10,2,4,10,2,0,2,14.9875,2844.5,682680,0.0,8.186363636363636,3.333333333333333,3.333333333333333,1,0.9090909090909092
30.0,No,Travel_Rarely,288.0,Research & Development,2.0,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,No,19,3,1,4,11,3,3,11,10,10,8,2.909090909090909,2076.0,548064,0.8333333333333334,8.186363636363636,2.6666666666666665,3.333333333333333,1,0.9166666666666666
39.0,No,Travel_Rarely,412.0,Research & Development,13.0,4,Medical,3,Female,94,2,4,Manager,2,Divorced,17123,17334,6,Yes,13,3,4,3,21,4,3,19,9,15,2,4.382978723404255,4280.75,3904044,0.75,14.108571428571429,3.0,2.6666666666666665,0,0.8636363636363636
43.0,No,Travel_Rarely,802.0,Research & Development,6.0,3,Medical,1,Female,81,2,5,Manager,3,Married,19392,22539,7,No,13,3,4,1,21,2,3,16,12,6,14,9.901234567901234,3878.4,3723264,0.3529411764705882,14.108571428571429,2.6666666666666665,2.333333333333333,0,0.7272727272727273
27.0,No,Travel_Rarely,975.0,Research & Development,7.0,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,1,9,2,1,7,6,0,7,17.727272727272727,3405.5,572124,0.0,8.186363636363636,2.0,2.0,0,0.7
42.0,No,Travel_Rarely,462.0,Sales,14.0,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,No,17,3,1,1,10,6,3,5,4,0,3,6.794117647058823,3122.0,374640,0.0,7.493554327808471,2.333333333333333,3.0,0,0.4545454545454545
31.0,No,Travel_Rarely,471.0,Research & Development,4.0,3,Medical,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,No,12,3,2,2,4,0,2,2,2,2,2,7.596774193548387,3978.0,95472,0.6666666666666666,4.938356164383562,2.0,2.0,0,0.4
29.0,No,Travel_Rarely,694.0,Research & Development,1.0,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,3,9,2,2,7,7,1,7,7.977011494252873,4031.0,1354416,0.125,11.330985915492958,3.333333333333333,3.333333333333333,0,0.7
49.0,No,Travel_Frequently,636.0,Research & Development,10.0,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,1,22,4,3,3,2,1,2,18.17142857142857,3733.0,671940,0.25,11.330985915492958,2.6666666666666665,2.333333333333333,0,0.1304347826086956
38.0,No,Travel_Rarely,1404.0,Sales,1.0,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,2858,11473,4,No,14,3,1,1,20,3,2,1,0,0,0,23.79661016949153,2858.0,34296,0.0,2.8456375838926173,1.0,1.3333333333333333,0,0.0476190476190476
36.0,No,Travel_Rarely,1395.0,Research & Development,9.0,4,Medical,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,No,19,3,2,1,10,5,3,10,7,0,8,24.0,2549.0,611760,0.0,5.142292490118577,2.333333333333333,2.6666666666666665,1,0.9090909090909092
42.0,No,Travel_Rarely,810.0,Research & Development,23.0,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,1,16,2,3,1,0,0,0,18.40909090909091,3998.0,191904,0.0,11.330985915492958,2.333333333333333,2.6666666666666665,0,0.0588235294117647
34.0,No,Travel_Rarely,802.0,Sales,13.0,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,No,18,3,3,2,9,2,2,8,7,1,1,20.56410256410257,2876.0,828288,0.1111111111111111,7.493554327808471,3.333333333333333,3.0,0,0.8
36.0,No,Travel_Rarely,1425.0,Research & Development,14.0,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,1,Yes,17,3,1,2,17,2,2,16,8,4,11,20.955882352941178,3293.0,1264512,0.2352941176470588,8.186363636363636,2.6666666666666665,3.0,0,0.8888888888888888
27.0,No,Travel_Frequently,829.0,Sales,8.0,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,1,No,19,3,2,2,5,3,3,4,2,1,1,9.86904761904762,2171.0,208416,0.2,7.493554327808471,3.0,3.333333333333333,0,0.6666666666666666
40.0,No,Non-Travel,1094.0,Sales,28.0,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,2,20,2,3,1,0,0,1,18.86206896551724,3644.0,131184,0.0,7.493554327808471,2.333333333333333,2.333333333333333,0,0.0476190476190476
34.0,No,Travel_Rarely,971.0,Sales,1.0,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,1,10,3,3,10,9,8,6,15.171875,2361.0,849960,0.7272727272727273,7.493554327808471,3.6666666666666665,3.333333333333333,1,0.9090909090909092
43.0,No,Travel_Rarely,1001.0,Research & Development,7.0,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,2,10,1,2,1,0,0,0,23.27906976744186,3328.333333333333,119820,0.0,8.186363636363636,1.6666666666666667,2.0,0,0.0909090909090909
31.0,No,Travel_Rarely,326.0,Sales,8.0,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,2,13,5,3,13,7,9,9,10.516129032258064,3597.6666666666665,1683708,0.6428571428571429,7.493554327808471,2.0,2.6666666666666665,1,0.9285714285714286
41.0,No,Travel_Rarely,642.0,Research & Development,1.0,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,No,22,4,1,2,12,3,3,5,3,1,0,8.447368421052632,2782.0,166920,0.1666666666666666,5.142292490118577,3.0,3.6666666666666665,0,0.3846153846153846
31.0,No,Travel_Frequently,1125.0,Research & Development,1.0,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,No,21,4,2,1,10,6,3,10,8,8,7,23.4375,2501.5,600360,0.7272727272727273,5.142292490118577,2.333333333333333,2.6666666666666665,1,0.9090909090909092
45.0,No,Travel_Frequently,1297.0,Research & Development,1.0,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,No,12,3,3,1,12,3,3,4,2,0,3,24.0,2699.5,259152,0.0,8.186363636363636,2.6666666666666665,2.6666666666666665,0,0.3076923076923077
33.0,No,Travel_Frequently,508.0,Sales,10.0,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,1,9,6,2,7,7,0,1,11.043478260869565,2341.0,393288,0.0,7.493554327808471,3.0,2.6666666666666665,0,0.7
27.0,No,Travel_Rarely,1220.0,Research & Development,7.0,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,1,4,2,2,4,3,1,2,14.352941176470589,2478.0,118944,0.2,5.142292490118577,2.333333333333333,2.333333333333333,1,0.8
36.0,No,Travel_Frequently,884.0,Research & Development,23.0,2,Medical,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,No,17,3,3,2,17,3,3,5,2,0,3,21.5609756097561,1285.5,154260,0.0,4.938356164383562,3.333333333333333,3.333333333333333,0,0.2777777777777778
33.0,No,Travel_Rarely,267.0,Research & Development,21.0,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,4,14,6,3,14,11,2,13,3.3797468354430378,2028.0,340704,0.1333333333333333,4.938356164383562,2.6666666666666665,2.333333333333333,1,0.9333333333333332
31.0,No,Travel_Rarely,670.0,Research & Development,26.0,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,No,17,3,4,2,5,1,2,5,2,4,3,21.61290322580645,2911.0,174660,0.6666666666666666,5.142292490118577,2.6666666666666665,2.0,1,0.8333333333333334
32.0,No,Travel_Frequently,1311.0,Research & Development,7.0,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,1,5,3,1,5,1,0,3,13.11,2794.0,167640,0.0,4.938356164383562,2.333333333333333,1.6666666666666667,1,0.8333333333333334
36.0,No,Non-Travel,217.0,Research & Development,18.0,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,1,18,0,3,11,9,0,9,2.782051282051282,3889.5,1026828,0.0,7.720833333333333,2.0,2.6666666666666665,0,0.5789473684210527
37.0,No,Travel_Rarely,802.0,Human Resources,8.0,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,No,13,3,3,1,19,4,2,10,0,4,7,9.01123595505618,2035.5,488520,0.3636363636363636,5.3023255813953485,2.6666666666666665,2.333333333333333,0,0.5
36.0,No,Travel_Rarely,1144.0,Sales,10.0,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,1,1,5,3,1,0,0,0,15.45945945945946,1052.0,12624,0.0,2.8456375838926173,2.6666666666666665,3.0,1,0.5
36.0,No,Travel_Rarely,959.0,Sales,28.0,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,1,6,3,3,2,2,2,2,23.390243902439025,4319.5,207336,0.6666666666666666,7.493554327808471,2.6666666666666665,2.333333333333333,0,0.2857142857142857
